plottag,dbh.x,year.x,plot.x,species,kgc.x,basal_area.x,dbh.y,year.y,plot.y,kgc.y,basal_area.y,dbh_gr,basal_gr,dbh_inc,kgc_inc,basal_inc,kgc_gr,pl_row,pl_col
C1-356,34.91,1998,C1,ro,372.49580571376947,957.2,35.01,1999,C1,375.05105637196317,962.7,0.10000000000000142,0.005745925616381111,0.0028645087367516883,0.0068598105508795625,5.5,2.5552506581936996,C,1
C1-359,13.92,1998,C1,wp,19.335804290794645,152.2,13.92,1999,C1,19.335804290794645,152.2,0,0,0,0,0,0,C,1
C1-360,16.42,1998,C1,yb,53.831735960700236,211.8,16.4,1999,C1,53.673901497540044,211.2,-0.020000000000003126,-0.002832861189801807,-0.0012180267965897153,-0.0029319965322206773,-0.6000000000000227,-0.15783446316019223,C,1
C1-361,56.29,1998,C1,ro,1166.8148093667521,2489,56.58,1999,C1,1181.2333020713138,2514,0.28999999999999915,0.010044194455604661,0.005151891987919687,0.012357138929687409,25,14.418492704561686,C,1
C1-362,40.35,1998,C1,ro,526.5471987627421,1279,40.33,1999,C1,525.9236476769215,1277,-0.020000000000003126,-0.001563721657544957,-4.956629491946251e-4,-0.0011842263851860118,-2,-0.6235510858206226,C,1
C1-363,33.22,1998,C1,ro,330.8387410360077,866.7,33.28,1999,C1,332.2686580200418,869.9,0.060000000000002274,0.0036921656859350773,0.0018061408789886296,0.004322096558451311,3.199999999999932,1.4299169840340937,C,1
C1-366,33.97,1998,C1,ro,348.97121484621346,906.3,33.98,1999,C1,349.21678795437145,906.9,0.00999999999999801,6.620324395895651e-4,2.943773918162499e-4,7.037059153036988e-4,0.6000000000000227,0.24557310815799838,C,1
C1-367,43.28,1998,C1,ro,622.5837497274641,1471,43.4,1999,C1,626.717326909902,1479,0.11999999999999744,0.005438477226376614,0.0027726432532346914,0.0066393913818780965,8,4.133577182437875,C,1
C2-291,18.58,1998,C2,rm,68.5495813827607,271.1,18.63,1999,C2,68.9801692149538,272.6,0.05000000000000071,0.005533013648100332,0.002691065662002191,0.006281407172843576,1.5,0.4305878321930976,C,2
C2-376,18.25,1998,C2,rm,65.74621986938784,261.6,18.26,1999,C2,65.83018946670347,261.9,0.010000000000001563,0.0011467889908255142,5.479452054795377e-4,0.00127717756978948,0.2999999999999545,0.08396959731562958,C,2
C2-377,10.5,1998,C2,rm,18.134240466140476,86.59,10.51,1999,C2,18.174506697743606,86.76,0.009999999999999787,0.0019632752049890483,9.523809523809321e-4,0.0022204531630819527,0.1700000000000017,0.040266231603130365,C,2
C2-378,51.94,1998,C2,ro,962.7663386450193,2119,52.08,1999,C2,968.9801488322257,2130,0.14000000000000057,0.005191127890514393,0.0026954177897574234,0.006454120732920083,11,6.213810187206377,C,2
C2-379,11.03,1998,C2,rm,20.33898366296854,95.55,11.02,1999,C2,20.296045074211516,95.38,-0.009999999999999787,-0.0017791732077446542,-9.066183136899172e-4,-0.002111147217016733,-0.1700000000000017,-0.04293858875702483,C,2
C2-380,20.37,1998,C2,rm,84.93318316149943,325.9,20.39,1999,C2,85.12760980859478,326.5,0.019999999999999574,0.0018410555385088149,9.81836033382404e-4,0.002289171791967989,0.6000000000000227,0.19442664709535507,C,2
C2-381,16.69,1998,C2,rm,53.38897314535707,218.8,16.7,1999,C2,53.46353628222416,219,0.00999999999999801,9.140767824496737e-4,5.991611743557825e-4,0.0013966018163354711,0.19999999999998863,0.07456313686709137,C,2
C2-382,19.95,1998,C2,rm,80.90870695612824,312.6,19.93,1999,C2,80.71984317379453,312,-0.019999999999999574,-0.0019193857965451781,-0.0010025062656641391,-0.0023342825443511427,-0.6000000000000227,-0.18886378233371204,C,2
C2-385,14.99,1998,C2,rm,41.56675369350924,176.5,15.05,1999,C2,41.95544659740767,177.9,0.0600000000000005,0.007932011331444791,0.004002668445630454,0.009351052688993753,1.4000000000000057,0.3886929038984306,C,2
C2-386,38.21,1998,C2,ro,462.24728432493004,1147,38.25,1999,C2,463.4046514059536,1149,0.03999999999999915,0.0017436791630340018,0.0010468463752944031,0.002503783408297964,2,1.1573670810235512,C,2
C2-388,11.3,1998,C2,beech,24.2397409529043,100.3,11.44,1999,C2,24.978511514868085,102.8,0.1399999999999988,0.024925224327018942,0.012389380530973344,0.030477659121817886,2.5,0.7387705619637863,C,2
C2-389,14.82,1998,C2,rm,40.47665526652044,172.5,14.81,1999,C2,40.41304643315301,172.3,-0.009999999999999787,-0.0011594202898550065,-6.74763832658555e-4,-0.0015714943082275406,-0.19999999999998863,-0.06360883336742518,C,2
C2-390,47.06,1998,C2,ro,760.5177311453322,1739,47.27,1999,C2,768.6539048930481,1755,0.21000000000000085,0.009200690051753882,0.00446238844028901,0.010698203887321513,16,8.13617374771593,C,2
C2-391,44.9,1998,C2,ro,679.7355802039699,1583,44.97,1999,C2,682.2710591583246,1588,0.07000000000000028,0.0031585596967782692,0.0015590200445434362,0.0037300959787832746,5,2.535478954354744,C,2
C2-392,54.3,1998,C2,ro,1070.6384618727175,2316,54.46,1999,C2,1078.1937270046822,2329,0.1600000000000037,0.005613126079447323,0.0029465930018416886,0.00705678471400077,13,7.555265131964688,C,2
C3-401,16.98,1998,C3,rm,55.57546583524342,226.4,16.98,1999,C3,55.57546583524342,226.4,0,0,0,0,0,0,C,3
C3-402,28.61,1998,C3,rm,187.41955922930038,642.9,28.71,1999,C3,188.94945431172275,647.4,0.10000000000000142,0.006999533364442371,0.003495281370150347,0.008162942484303921,4.5,1.529895082422371,C,3
C3-403,26.29,1998,C3,rm,153.9006198922042,542.8,26.35,1999,C3,154.72024592353674,545.3,0.060000000000002274,0.004605747973470892,0.0022822365918601095,0.0053256837555731296,2.5,0.8196260313325467,C,3
C3-404,25.24,1998,C3,rm,139.95760120924433,500.3,25.17,1999,C3,139.05486754309433,497.6,-0.06999999999999673,-0.005396761942834277,-0.002773375594294641,-0.006450051003663332,-2.6999999999999886,-0.9027336661499987,C,3
C3-405,17.08,1998,C3,yb,59.19580946504287,229.1,17.19,1999,C3,60.11939540519635,232.1,0.11000000000000298,0.013094718463553034,0.00644028103044514,0.015602218273556819,3,0.9235859401534796,C,3
C3-406,17.7,1998,C3,ash,75.86163450000001,246.1,17.66,1999,C3,75.47974058,244.9,-0.03999999999999915,-0.004876066639577362,-0.0022598870056496695,-0.005034085048615848,-1.1999999999999886,-0.3818939200000102,C,3
C3-407,17.42,1998,C3,rm,58.98892673754435,238.3,17.47,1999,C3,59.38418111570232,239.7,0.04999999999999716,0.005874947545111108,0.0028702640642937517,0.006700484311514126,1.3999999999999773,0.39525437815797204,C,3
C3-408,16.91,1998,C3,rm,55.04310304530982,224.6,16.94,1999,C3,55.27090038351498,225.4,0.030000000000001137,0.003561887800534334,0.001774098166765295,0.004138526456577877,0.8000000000000114,0.22779733820515702,C,3
C3-409,23.75,1998,C3,cherry,142.8380661397026,443,23.74,1999,C3,142.68070316599085,442.6,-0.010000000000001563,-9.029345372459983e-4,-4.210526315790132e-4,-0.0011016879321079074,-0.39999999999997726,-0.15736297371174146,C,3
C3-410,18.07,1998,C3,ash,79.44012594499999,256.5,17.99,1999,C3,78.65936730499998,254.2,-0.08000000000000185,-0.00896686159844059,-0.004427227448810285,-0.00982826538493369,-2.3000000000000114,-0.7807586400000162,C,3
C3-411,22.66,1998,C3,rm,108.86389867294089,403.3,22.72,1999,C3,109.53671327747985,405.4,0.05999999999999872,0.005207041904289526,0.0026478375992938534,0.006180328031060958,2.099999999999966,0.6728146045389565,C,3
C3-412,20.03,1998,C3,rm,81.66668278198462,315.1,20.03,1999,C3,81.66668278198462,315.1,0,0,0,0,0,0,C,3
C3-413,22.18,1998,C3,rm,103.56635602987318,386.4,22.25,1999,C3,104.32952718216254,388.8,0.07000000000000028,0.006211180124223691,0.0031559963931469923,0.007368909958261222,2.400000000000034,0.7631711522893596,C,3
C3-414,12.87,1998,C3,yb,29.98092105980716,130.1,12.91,1999,C3,30.20470070612085,130.9,0.040000000000000924,0.006149116064565806,0.00310800310800318,0.007464068427627231,0.8000000000000114,0.22377964631369096,C,3
C3-415,24.07,1998,C3,rm,125.30476715902968,455,24.08,1999,C3,125.42609693600599,455.4,0.00999999999999801,8.791208791208291e-4,4.1545492314075654e-4,9.682774225367288e-4,0.39999999999997726,0.1213297769763102,C,3
C3-416,28.48,1998,C3,rm,185.4413022594706,637,28.75,1999,C3,189.5634009332083,649.2,0.2699999999999996,0.01915227629513351,0.00948033707865167,0.022228589982451863,12.200000000000045,4.122098673737696,C,3
C3-417,17.36,1998,C3,rm,58.516609263168576,236.7,17.36,1999,C3,58.516609263168576,236.7,0,0,0,0,0,0,C,3
C3-418,26.19,1998,C3,ash,178.86540910500005,538.7,26.2,1999,C3,179.012492,539.1,0.00999999999999801,7.425283088917342e-4,3.8182512409308934e-4,8.223104497170364e-4,0.39999999999997726,0.1470828949999543,C,3
C3-419,13.64,1998,C3,yb,34.46316451489023,146.1,13.57,1999,C3,34.04036079124028,144.6,-0.07000000000000028,-0.010266940451745381,-0.005131964809384185,-0.01226827917869444,-1.5,-0.4228037236499489,C,3
C3-421,39.18,1998,C3,ash,421.0234108200001,1206,39.25,1999,C3,422.60539062500004,1210,0.07000000000000028,0.003316749585406302,0.0017866258295048567,0.003757462802172512,4,1.5819798049999463,C,3
C3-422,12.13,1998,C3,wb,20.865399827701737,115.6,12.14,1999,C3,20.913841125975573,115.8,0.009999999999999787,0.0017301038062283985,8.244023083264457e-4,0.0023216089159012257,0.20000000000000284,0.04844129827383625,C,3
C3-423,23.95,1998,C3,rm,123.8540349884001,450.5,23.96,1999,C3,123.97456109813547,450.9,0.010000000000001563,8.879023307435677e-4,4.175365344468294e-4,9.731302637548612e-4,0.39999999999997726,0.1205261097353656,C,3
C3-424,16.85,1998,C3,yb,57.29208968197873,223,16.84,1999,C3,57.21015787234824,222.7,-0.010000000000001563,-0.0013452914798206788,-5.934718100891134e-4,-0.001430071936375214,-0.30000000000001137,-0.08193180963048974,C,3
C3-425,19.67,1998,C3,ash,95.86989714500002,303.9,19.67,1999,C3,95.86989714500002,303.9,0,0,0,0,0,0,C,3
C3-426,20.04,1998,C3,ash,99.89017487999998,315.4,19.91,1999,C3,98.468189705,311.3,-0.129999999999999,-0.012999365884590889,-0.006487025948103743,-0.014235485889460435,-4.099999999999966,-1.4219851749999748,C,3
C3-729,16.1,1998,C3,yb,51.33934300143107,203.6,16.17,1999,C3,51.878559300761886,205.4,0.07000000000000028,0.008840864440078642,0.004347826086956539,0.010502984023690898,1.8000000000000114,0.5392162993308176,C,3
C4-453,21.28,1998,C4,ws,61.04065965518379,355.7,21.23,1999,C4,60.701350958338736,354,-0.05000000000000071,-0.004779308405960047,-0.002349624060150409,-0.0055587324704843115,-1.6999999999999886,-0.3393086968450518,C,4
C4-454,16.52,1998,C4,ws,33.500826959207444,214.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,C,4
C4-456,17.12,1998,C4,rm,56.64897615944588,230.2,17.18,1999,C4,57.11264387480794,231.8,0.05999999999999872,0.006950477845351967,0.0035046728971961866,0.008184926662346093,1.6000000000000227,0.46366771536205675,C,4
C4-458,22.79,1998,C4,ro,134.42504343915317,407.9,22.81,1999,C4,134.7071600057683,408.6,0.019999999999999574,0.00171610688894348,8.775778850372784e-4,0.002098690537100809,0.7000000000000455,0.28211656661511597,C,4
C4-459,37.21,1998,C4,ro,433.8582494998652,1087,37.34,1999,C4,437.4897253245195,1095,0.13000000000000256,0.007359705611775529,0.0034936844934158173,0.008370189638759887,8,3.6314758246542738,C,4
C4-462,34.21,1998,C4,bo,327.2214594859332,919.2,34.53,1999,C4,334.9367716917804,936.4,0.3200000000000003,0.01871192341166224,0.009353990061385568,0.02357825864467437,17.199999999999932,7.7153122058471695,C,4
C4-463,12.75,1998,C4,rm,28.508018634449257,127.7,12.79,1999,C4,28.716841565441307,128.5,0.03999999999999915,0.006264682850430674,0.0031372549019607174,0.007325059439231124,0.7999999999999972,0.2088229309920493,C,4
C4-464,11.15,1998,C4,rm,20.858292074119593,97.64,11.15,1999,C4,20.858292074119593,97.64,0,0,0,0,0,0,C,4
C4-465,15.44,1998,C4,rm,44.53244120304702,187.2,15.46,1999,C4,44.666961902527305,187.7,0.02000000000000135,0.002670940170940171,0.0012953367875648543,0.003020734903503997,0.5,0.13452069948028367,C,4
C4-466,25.71,1998,C4,ro,179.31441821832942,519.2,25.74,1999,C4,179.81489553699313,520.4,0.029999999999997584,0.0023112480739598067,0.0011668611435238267,0.00279106010345661,1.1999999999999318,0.5004773186637124,C,4
C4-467,18.09,1998,C4,ws,41.541712598714156,257,18,1999,C4,41.05364617279832,254.5,-0.08999999999999986,-0.009727626459143969,-0.004975124378109445,-0.01174882775369609,-2.5,-0.4880664259158394,C,4
C4-468,17.3,1998,C4,ws,37.37080187002768,235.1,17.28,1999,C4,37.26850955991566,234.5,-0.019999999999999574,-0.002552105487026773,-0.001156069364161825,-0.002737225453919438,-0.5999999999999943,-0.10229231011201989,C,4
C4-469,36.58,1998,C4,ro,416.5083323873921,1051,36.73,1999,C4,420.6019356842158,1060,0.14999999999999858,0.008563273073263558,0.004100601421541787,0.00982838272012347,9,4.093603296823687,C,4
C4-472,19.89,1998,C4,ro,97.09757419169217,310.7,19.88,1999,C4,96.98094165289271,310.4,-0.010000000000001563,-9.655616350177386e-4,-5.027652086476401e-4,-0.0012011890077625023,-0.30000000000001137,-0.11663253879946467,C,4
C4-474,39.81,1998,C4,ro,509.8618914247274,1245,40.13,1999,C4,519.711755159639,1265,0.3200000000000003,0.01606425702811245,0.008038181361466975,0.019318689826744506,20,9.849863734911594,C,4
C4-475,9.68,1998,C4,rm,15.004374178025339,73.59,9.68,1999,C4,15.004374178025339,73.59,0,0,0,0,0,0,C,4
C4-478,17.91,1998,C4,ws,40.56891073020353,251.9,17.9,1999,C4,40.51525658509114,251.6,-0.010000000000001563,-0.0011909487892021093,-5.58347292015721e-4,-0.0013225433995309136,-0.30000000000001137,-0.05365414511238953,C,4
C4-481,16.13,1998,C4,ws,31.656993987306926,204.3,16.12,1999,C4,31.61050827802916,204.1,-0.00999999999999801,-9.789525208028244e-4,-6.199628022317428e-4,-0.001468418299488667,-0.20000000000001705,-0.04648570927776419,C,4
C4-484,10.7,1998,C4,beech,21.220652551922885,89.92,10.78,1999,C4,21.609539126829183,91.27,0.08000000000000007,0.015013345195729473,0.007476635514018699,0.01832585373869945,1.3499999999999943,0.38888657490629797,C,4
C4-485,26.14,1998,C4,beech,187.62376784238748,536.7,26.28,1999,C4,190.08725616657878,542.4,0.14000000000000057,0.010620458356623685,0.0053557765876052245,0.013129937387574188,5.699999999999932,2.463488324191303,C,4
C4-487,22.45,1998,C4,rm,106.52766018942681,395.8,22.49,1999,C4,106.97042829299454,397.3,0.03999999999999915,0.0037897928246589186,0.001781737193763882,0.004156367489724285,1.5,0.44276810356772955,C,4
C4-488,11.38,1998,C4,ws,13.851714518375747,101.7,11.32,1999,C4,13.679289180859977,100.6,-0.0600000000000005,-0.010816125860373732,-0.005272407732864718,-0.012447941898241568,-1.1000000000000085,-0.1724253375157705,C,4
C4-489,31.1,1998,C4,rm,227.6459927985105,759.6,31.3,1999,C4,231.0716204579838,769.4,0.1999999999999993,0.012901527119536538,0.006430868167202549,0.015048047265674228,9.799999999999955,3.425627659473321,C,4
C4-491,26.93,1998,C4,rm,162.77174033853962,569.6,27.04,1999,C4,164.32509227598618,574.3,0.10999999999999943,0.008251404494381902,0.00408466394355735,0.009543130362898599,4.699999999999932,1.553351937446564,C,4
C4-492,17.65,1998,C4,ws,39.18721842712619,244.7,17.59,1999,C4,38.87229109155497,243,-0.05999999999999872,-0.006947282386595786,-0.0033994334277619677,-0.008036480980574537,-1.6999999999999886,-0.31492733557121966,C,4
C4-493,17.45,1998,C4,ws,38.14316585262527,239.2,17.39,1999,C4,37.83312422944702,237.5,-0.05999999999999872,-0.00710702341137119,-0.003438395415472706,-0.008128366281293119,-1.6999999999999886,-0.31004162317825035,C,4
C4-494,23.77,1998,C4,rm,121.69599809047618,443.8,23.9,1999,C4,123.25240794144419,448.6,0.129999999999999,0.010815682739972986,0.005469078670593143,0.01278932648065288,4.800000000000011,1.5564098509680093,C,4
C4-496,24.27,1998,C4,ws,83.35277633012882,462.6,24.16,1999,C4,82.46034673064212,458.4,-0.10999999999999943,-0.009079118028534469,-0.0045323444581787985,-0.010706657159830258,-4.2000000000000455,-0.8924295994867038,C,4
C4-498,19.77,1998,C4,rm,79.21799440468104,307,19.73,1999,C4,78.84504622532378,305.7,-0.03999999999999915,-0.004234527687296454,-0.002023267577137033,-0.004707872020239054,-1.3000000000000114,-0.3729481793572518,C,4
C4-499,20.68,1998,C4,ws,57.04086844257316,335.9,20.59,1999,C4,56.45438164257768,333,-0.08999999999999986,-0.008633521881512288,-0.004352030947775622,-0.010281870104869322,-2.8999999999999773,-0.5864867999954768,C,4
C5-501,29.79,1998,C5,bo,231.44760917082567,697,30.23,1999,C5,240.09945069580405,717.7,0.4400000000000013,0.029698708751793465,0.014770057066129617,0.03738142535139636,20.700000000000045,8.65184152497838,C,5
C5-502,12.52,1998,C5,rm,27.324132948086117,123.1,12.5,1999,C5,27.222539321788314,122.7,-0.019999999999999574,-0.003249390739236324,-0.0015974440894568351,-0.003718091494095088,-0.3999999999999915,-0.10159362629780233,C,5
C5-503,16.23,1998,C5,gb,50.82659029851283,206.9,16.33,1999,C5,51.60503336479636,209.4,0.09999999999999787,0.01208313194780087,0.0061614294516326475,0.015315665711817502,2.5,0.7784430662835291,C,5
C5-504,14.82,1998,C5,ro,48.061625495217115,172.5,14.87,1999,C5,48.450076049571884,173.7,0.049999999999998934,0.006956521739130369,0.0033738191632927757,0.008082343248948704,1.1999999999999886,0.38845055435476894,C,5
C5-505,17.36,1998,C5,rm,58.516609263168576,236.7,17.56,1999,C5,60.09943863490544,242.2,0.1999999999999993,0.02323616392057457,0.011520737327188899,0.02704923254555567,5.5,1.5828293717368638,C,5
C5-506,12.01,1998,C5,rm,24.80067554585168,113.3,12.02,1999,C5,24.84881673913016,113.5,0.009999999999999787,0.0017652250661959652,8.326394671107233e-4,0.001941124272581951,0.20000000000000284,0.04814119327848232,C,5
C5-507,12.33,1998,C5,rm,26.367701403906903,119.4,12.39,1999,C5,26.667631625346402,120.6,0.0600000000000005,0.010050251256281312,0.0048661800486618405,0.011374909661069613,1.1999999999999886,0.29993022143949943,C,5
C5-508,17.13,1998,C5,rm,56.72610430666958,230.5,17.27,1999,C5,57.81219382088404,234.2,0.14000000000000057,0.016052060737527067,0.008172796263864598,0.019146203101536797,3.6999999999999886,1.086089514214457,C,5
C5-509,14.72,1998,C5,rm,39.84313480353601,170.2,14.81,1999,C5,40.41304643315301,172.3,0.08999999999999986,0.012338425381903778,0.0061141304347825986,0.014303885284810084,2.1000000000000227,0.5699116296170033,C,5
C5-510,14.65,1998,C5,wb,35.518893561034446,168.6,14.6,1999,C5,35.17781787134788,167.4,-0.05000000000000071,-0.007117437722419862,-0.003412969283276499,-0.009602655248831906,-1.1999999999999886,-0.3410756896865692,C,5
C5-512,13.35,1998,C5,rm,31.732161253229652,140,13.48,1999,C5,32.45680395584816,142.7,0.13000000000000078,0.019285714285714205,0.009737827715355864,0.022836222746874944,2.6999999999999886,0.7246427026185067,C,5
C5-513,25.45,1998,C5,ro,175.0108839902668,508.7,25.58,1999,C5,177.15505096334638,513.9,0.129999999999999,0.010222134853548238,0.005108055009823143,0.012251620723193649,5.199999999999989,2.1441669730795923,C,5
C5-514,11.22,1998,C5,rm,21.16467773792679,98.87,11.4,1999,C5,21.964261573564542,102.1,0.17999999999999972,0.03266916152523505,0.016042780748663076,0.03777916420645086,3.2299999999999898,0.7995838356377512,C,5
C5-515,20.31,1998,C5,ro,102.06996485813093,324,20.5,1999,C5,104.3669462318076,330.1,0.19000000000000128,0.01882716049382723,0.009354997538158607,0.022503989071312923,6.100000000000023,2.2969813736766724,C,5
C5-518,11.95,1998,C5,yb,25.10269894358536,112.2,11.87,1999,C5,24.702537259386013,110.7,-0.08000000000000007,-0.013368983957219251,-0.0066945606694560735,-0.015940982485534782,-1.5,-0.4001616841993467,C,5
C5-519,30.96,1998,C5,ro,279.5667537740927,752.8,31.21,1999,C5,284.9924503658903,765,0.25,0.0162061636556855,0.008074935400516795,0.019407517233547337,12.200000000000045,5.425696591797589,C,5
D1-266,40.64,1998,D1,wp,293.0787918003053,1297,40.96,1999,D1,298.97007992045604,1318,0.3200000000000003,0.016191210485736313,0.007874015748031503,0.020101379850661117,21,5.891288120150762,D,1
D1-526,19.04,1998,D1,rm,72.56919125424984,284.7,19.05,1999,D1,72.65802805828412,285,0.010000000000001563,0.001053740779768217,5.252100840336956e-4,0.0012241669295035738,0.30000000000001137,0.08883680403427263,D,1
