plottag,dbh.x,year.x,plot.x,species,kgc.x,basal_area.x,dbh.y,year.y,plot.y,kgc.y,basal_area.y,dbh_gr,basal_gr,dbh_inc,kgc_inc,basal_inc,kgc_gr,pl_row,pl_col
F2-982,23.66,2008,F2,rm,120.38784719720735,439.7,23.98,2009,F2,124.21581409171313,451.6,0.3200000000000003,0.027063907209461075,0.01352493660185969,0.03179695445699918,11.900000000000034,3.827966894505778,F,2
F2-983,19.14,2008,F2,yb,77.93001439183497,287.7,19.16,2009,F2,78.12705295976085,288.3,0.019999999999999574,0.0020855057351408506,0.0010449320794148158,0.0025284041003143594,0.6000000000000227,0.1970385679258726,F,2
F2-984,41.5,2008,F2,rm,445.84137437437744,1353,41.77,2009,F2,452.6291615883896,1370,0.2700000000000031,0.012564671101256468,0.006506024096385617,0.015224668691946887,17,6.787787214012155,F,2
F2-985,16.22,2008,F2,yb,52.26576511600047,206.6,16.36,2009,F2,53.35905860611611,210.2,0.14000000000000057,0.017424975798644698,0.008631319358816312,0.02091796585564452,3.5999999999999943,1.0932934901156344,F,2
F2-986,20.32,2008,F2,rm,84.44822640977934,324.3,20.34,2009,F2,84.64201889912704,324.9,0.019999999999999574,0.0018501387604069252,9.84251968503916e-4,0.0022948082817907307,0.5999999999999659,0.19379248934770033,F,2
F2-987,23.48,2008,F2,rm,118.26462504057314,433,23.5,2009,F2,118.49947399892324,433.7,0.019999999999999574,0.0016166281755196042,8.517887563883975e-4,0.001985792101987635,0.6999999999999886,0.23484895835009922,F,2
F2-988,18.39,2008,F2,bb,72.87539175034685,265.6,18.62,2009,F2,75.32561414430671,272.3,0.23000000000000043,0.025225903614457788,0.012506797172376315,0.03362208195537008,6.699999999999989,2.450222393959862,F,2
F2-990,19.56,2008,F2,bb,85.8718297829632,300.5,19.66,2009,F2,87.04484365623047,303.6,0.10000000000000142,0.010316139767054984,0.005112474437627885,0.013660054481568637,3.1000000000000227,1.1730138732672657,F,2
F2-991,46.17,2008,F2,ro,726.5932324435012,1674,46.45,2009,F2,737.169087370198,1695,0.28000000000000114,0.012544802867383513,0.006064544076240007,0.014555399712615935,21,10.57585492669682,F,2
F2-992,60.33,2008,F2,ro,1377.0379075294798,2859,60.6,2009,F2,1391.8127802580861,2884,0.2700000000000031,0.008744316194473592,0.0044753853804078095,0.010729459695930772,25,14.774872728606397,F,2
F2-993,14.82,2008,F2,bb,41.03868952835915,172.5,14.93,2009,F2,41.854126057583294,175.1,0.10999999999999943,0.015072463768115909,0.007422402159244226,0.019869945619502515,2.5999999999999943,0.8154365292241437,F,2
F2-994,11.44,2008,F2,yb,22.61636912655563,102.8,11.51,2009,F2,22.948585086331068,104,0.07000000000000028,0.01167315175097279,0.006118881118881144,0.014689181889296228,1.2000000000000028,0.3322159597754393,F,2
F2-995,32.98,2008,F2,ro,325.15490137630684,854.3,33.17,2009,F2,329.6498824700801,864.1,0.19000000000000483,0.011471380077256314,0.005761067313523494,0.013824122209897628,9.800000000000068,4.494981093773276,F,2
F3-1,16.06,2008,F3,rm,48.810742474434164,202.6,16.16,2009,F3,49.52182760835359,205.1,0.10000000000000142,0.012339585389930898,0.00622665006226659,0.01456820973972838,2.5,0.7110851339194255,F,3
F3-2,20.83,2008,F3,hem,54.24624184866828,340.8,21.11,2009,F3,56.0404749534747,350,0.28000000000000114,0.026995305164319215,0.013442150744119115,0.033075712596124685,9.199999999999989,1.7942331048064233,F,3
F3-3,32.79,2008,F3,wp,170.00563038241177,844.4,32.93,2009,F3,171.8534642633955,851.7,0.14000000000000057,0.008645191852202829,0.0042695943885331065,0.010869251076139059,7.300000000000068,1.8478338809837282,F,3
F3-4,14.15,2008,F3,hem,21.17057676316634,157.3,14.28,2009,F3,21.646311718473772,160.2,0.129999999999999,0.018436109345200107,0.009187279151943393,0.022471516039900184,2.8999999999999773,0.4757349553074306,F,3
F3-5,17.56,2008,F3,yb,63.288674576730685,242.2,17.74,2009,F3,64.86563333010686,247.2,0.17999999999999972,0.02064409578860446,0.010250569476081989,0.024916918610205414,5,1.576958753376175,F,3
F3-6,20,2008,F3,rm,81.38196903450029,314.2,20.04,2009,F3,81.76171351029724,315.4,0.03999999999999915,0.0038192234245703013,0.0019999999999999575,0.0046661991630599295,1.1999999999999886,0.37974447579695436,F,3
F3-7,20.55,2008,F3,hem,52.48651477674427,331.7,20.73,2009,F3,53.61381779765949,337.5,0.17999999999999972,0.01748567983117278,0.008759124087591226,0.021477955351203972,5.800000000000011,1.127303020915221,F,3
F3-8,61.57,2008,F3,ro,1445.6512144764033,2977,62.08,2009,F3,1474.435677142293,3027,0.509999999999998,0.016795431642593214,0.00828325483189862,0.019911070096056985,50,28.784462665889578,F,3
F3-9,27.82,2008,F3,rm,175.58216763519883,607.9,28.13,2009,F3,180.17468831130773,621.5,0.3099999999999987,0.022372100674453072,0.011143062544931658,0.026155962977120948,13.600000000000023,4.592520676108904,F,3
F3-10,19.47,2008,F3,yb,81.21918560843912,297.7,19.48,2009,F3,81.32012496535926,298,0.010000000000001563,0.001007725898555631,5.136106831022889e-4,0.0012428018843573371,0.30000000000001137,0.10093935692013645,F,3
F3-11,23.64,2008,F3,wp,74.1181410042641,438.9,23.75,2009,F3,74.99632548494077,443,0.10999999999999943,0.009341535657325184,0.00465313028764803,0.011848441808951235,4.100000000000023,0.8781844806766657,F,3
F3-12,27.15,2008,F3,hem,103.53813635118276,578.9,27.68,2009,F3,108.54396702604672,601.8,0.5300000000000011,0.039557782000345446,0.01952117863720078,0.04834769922731736,22.899999999999977,5.005830674863958,F,3
F3-535,13.03,2008,F3,hem,17.327643329168893,133.3,13.32,2009,F3,18.279185326774584,139.3,0.2900000000000009,0.0450112528132033,0.022256331542594085,0.05491468052114685,6,0.9515419976056911,F,3
F3-737,13.34,2008,F3,hem,18.345919395877736,139.8,13.56,2009,F3,19.089507668011727,144.4,0.22000000000000064,0.032904148783977065,0.01649175412293858,0.04053153489277144,4.599999999999994,0.7435882721339908,F,3
F4-29,36.72,2008,F4,ro,420.3283042050027,1059,36.9,2009,F4,425.26952630512073,1069,0.17999999999999972,0.009442870632672332,0.004901960784313718,0.011755625425853016,10,4.941222100118011,F,4
F4-35,33.23,2008,F4,ro,331.0768114820941,867.3,33.5,2009,F4,337.54240243455365,881.4,0.2700000000000031,0.01625735039778626,0.008125188083057573,0.019528975537476505,14.100000000000023,6.465590952459536,F,4
F4-36,36.44,2008,F4,ro,412.708628291757,1043,37.05,2009,F4,429.4128889250716,1078,0.6099999999999994,0.03355704697986577,0.016739846322722268,0.040474706580415465,35,16.704260633314618,F,4
F4-39,15.31,2008,F4,ws,27.97546944820493,184.1,15.32,2009,F4,28.018786956981252,184.3,0.009999999999999787,0.001086366105377605,6.531678641410703e-4,0.0015484104335236441,0.20000000000001705,0.043317508776322455,F,4
F4-40,14.88,2008,F4,rm,40.8595080314809,173.9,14.9,2009,F4,40.98758297779994,174.4,0.019999999999999574,0.0028752156411730877,0.0013440860215053476,0.0031345200294717553,0.5,0.12807494631903893,F,4
F4-42,23.13,2008,F4,rm,114.1977449015054,420.2,23.29,2009,F4,116.0468113629928,426,0.16000000000000014,0.013802950975725873,0.006917423259835718,0.016191794882483894,5.800000000000011,1.8490664614873964,F,4
F4-44,13.19,2008,F4,rm,30.853090787585035,136.6,13.23,2009,F4,31.071537260099902,137.5,0.040000000000000924,0.006588579795022004,0.0030326004548901385,0.0070802135843961245,0.9000000000000057,0.21844647251486649,F,4
F4-46,14.21,2008,F4,rm,36.7005442838038,158.6,14.21,2009,F4,36.7005442838038,158.6,0,0,0,0,0,0,F,4
F4-48,14.11,2008,F4,ws,23.055851082059096,156.4,14.12,2009,F4,23.094588401318305,156.6,0.009999999999999787,0.0012787723785165513,7.087172218284754e-4,0.0016801513473233734,0.19999999999998863,0.03873731925920865,F,4
F4-49,33.75,2008,F4,ro,343.5940034554909,894.6,34.12,2009,F4,352.6653666614013,914.3,0.36999999999999744,0.02202101497876138,0.010962962962962888,0.026401401405963473,19.699999999999932,9.071363205910416,F,4
F4-50,27.61,2008,F4,ro,212.62775813483435,598.7,27.97,2009,F4,219.3139429396783,614.4,0.35999999999999943,0.026223484215800785,0.013038754074610628,0.03144549358698508,15.699999999999932,6.686184804843947,F,4
F4-51,26.75,2008,F4,ro,197.14015682651765,562,27.07,2009,F4,202.82345647586703,575.5,0.3200000000000003,0.02402135231316726,0.011962616822429916,0.028828726429139723,13.5,5.6832996493493795,F,4
F4-53,17.48,2008,F4,ws,38.29873537818955,240,17.51,2009,F4,38.4546710231063,240.8,0.030000000000001137,0.003333333333333381,0.0017162471395881656,0.0040715611984816335,0.8000000000000114,0.15593564491675238,F,4
F4-55,23.68,2008,F4,bb,142.79555850132806,440.4,24.01,2009,F4,148.15152785047633,452.8,0.33000000000000185,0.02815622161671216,0.013935810810810889,0.03750795476666352,12.400000000000034,5.355969349148268,F,4
F4-56,18.08,2008,F4,ws,41.48731831148358,256.7,18.08,2009,F4,41.48731831148358,256.7,0,0,0,0,0,0,F,4
F4-62,27.22,2008,F4,wp,106.00089999375739,581.9,27.25,2009,F4,106.29757796324135,583.2,0.030000000000001137,0.002234060835195168,0.0011021307861866694,0.0027988250052729535,1.3000000000000682,0.29667796948396585,F,4
F4-64,29.18,2008,F4,wp,126.45319307591404,668.7,29.27,2009,F4,127.44515749400115,672.9,0.08999999999999986,0.006280843427545883,0.0030843043180260404,0.007844518544435634,4.199999999999932,0.9919644180871074,F,4
F4-67,14.07,2008,F4,ws,22.901277534282634,155.5,14.09,2009,F4,22.978489182025466,155.9,0.019999999999999574,0.0025723472668810654,0.0014214641080312418,0.0033714995867478604,0.4000000000000057,0.07721164774283196,F,4
F4-68,15.4,2008,F4,rm,44.264094362526905,186.3,15.36,2009,F4,43.99667293934487,185.3,-0.040000000000000924,-0.0053676865271068165,-0.0025974025974026572,-0.006041497675109544,-1,-0.26742142318203577,F,4
F4-69,14.53,2008,F4,rm,38.655134150554325,165.8,14.51,2009,F4,38.53127450438796,165.4,-0.019999999999999574,-0.0024125452352231945,-0.00137646249139708,-0.003204222385672149,-0.4000000000000057,-0.12385964616636613,F,4
F4-71,19.15,2008,F4,rm,73.54981030159801,288,19.19,2009,F4,73.90826284027841,289.2,0.0400000000000027,0.004166666666666628,0.002088772845953144,0.004873602490754595,1.1999999999999886,0.35845253868039606,F,4
F4-73,70.6,2008,F4,wp,1190.2354368793333,3915,71.25,2009,F4,1218.241721179284,3987,0.6500000000000057,0.01839080459770115,0.009206798866855605,0.02353003736250714,72,28.00628429995072,F,4
F4-735,23.19,2008,F4,ash,137.477082105,422.4,23.5,2009,F4,141.5011625,433.7,0.3099999999999987,0.026751893939393968,0.013367830961621332,0.029270917984181192,11.300000000000011,4.024080394999999,F,4
F5-76,42.88,2008,F5,wp,335.82340711019185,1444,43.44,2009,F5,347.0643289096447,1482,0.5599999999999952,0.02631578947368421,0.0130597014925372,0.03347271679536152,38,11.240921799452849,F,5
F5-77,21.6,2008,F5,wp,58.94959825028109,366.4,21.64,2009,F5,59.22697003663475,367.8,0.03999999999999915,0.00382096069869005,0.0018518518518518122,0.004705236245648749,1.400000000000034,0.27737178635365467,F,5
F5-79,13.09,2008,F5,cherry,30.03722788348747,134.6,13.12,2009,F5,30.217744053560445,135.2,0.02999999999999936,0.004457652303120315,0.002291825821237537,0.006009747995826523,0.5999999999999943,0.18051617007297338,F,5
F5-81,27.09,2008,F5,ro,203.18178451062315,576.4,27.37,2009,F5,208.23705547958312,588.4,0.28000000000000114,0.020818875780707843,0.01033591731266154,0.024880532382053493,12,5.055270968959974,F,5
F5-84,23.08,2008,F5,ro,138.54945476086448,418.4,23.17,2009,F5,139.8442032945353,421.6,0.09000000000000341,0.007648183556405463,0.003899480069324238,0.009345027996721857,3.2000000000000455,1.2947485336708269,F,5
F5-85,26.21,2008,F5,wb,184.6415458736942,539.5,26.22,2009,F5,184.84195761905576,540,0.00999999999999801,9.267840593141798e-4,3.815337657381919e-4,0.0010854098107402263,0.5,0.20041174536154926,F,5
F5-86,23.62,2008,F5,hem,73.69975612673258,438.2,23.76,2009,F5,74.76988769492102,443.4,0.14000000000000057,0.011866727521679573,0.005927180355630845,0.014520150736296436,5.199999999999989,1.0701315681884438,F,5
F5-87,20.08,2008,F5,ro,99.3291025434874,316.7,20.2,2009,F5,100.75370405763462,320.5,0.120000000000001,0.011998736975055293,0.005976095617529931,0.014342236843663422,3.8000000000000114,1.424601514147227,F,5
F5-88,26.13,2008,F5,ws,99.29180138537839,536.3,26.21,2009,F5,100.01366715506661,539.5,0.08000000000000185,0.0059668096214806,0.00306161500191358,0.0072701447613631775,3.2000000000000455,0.7218657696882218,F,5
F5-89,14.65,2008,F5,ro,46.75447355696491,168.6,14.69,2009,F5,47.06015359010105,169.5,0.03999999999999915,0.005338078291814981,0.0027303754266211023,0.006537984707788568,0.9000000000000057,0.30568003313614156,F,5
F5-94,17.93,2008,F5,rm,63.0914310376727,252.5,18.01,2009,F5,63.7492756337185,254.8,0.08000000000000185,0.009108910891089153,0.004461795872838921,0.010426845377036875,2.3000000000000114,0.6578445960457984,F,5
F5-97,26.07,2008,F5,cherry,182.30121095866593,533.8,26.19,2009,F5,184.50573594259492,538.7,0.120000000000001,0.009179467965530333,0.004602991944764135,0.0120927610537312,4.900000000000091,2.204524983928991,F,5
F5-98,23.09,2008,F5,hem,69.73113053654488,418.7,23.44,2009,F5,72.33729961187107,431.5,0.3500000000000014,0.030570814425603086,0.015158077089649261,0.03737454212018468,12.800000000000011,2.606169075326193,F,5
F5-99,27.14,2008,F5,hem,103.44503369822884,578.5,27.46,2009,F5,106.44903229956935,592.2,0.3200000000000003,0.023681936041486683,0.011790714812085493,0.029039563272837392,13.700000000000045,3.0039986013405127,F,5
F5-104,20.19,2008,F5,rm,83.19475107320396,320.2,20.29,2009,F5,84.15801299831706,323.3,0.09999999999999787,0.009681449094316124,0.004952947003466957,0.011578397827833119,3.1000000000000227,0.9632619251131018,F,5
F5-109,37.27,2008,F5,ro,435.53212776273665,1091,37.64,2009,F5,445.93732829662355,1113,0.36999999999999744,0.02016498625114574,0.009927555674805404,0.02389077606590553,22,10.405200533886898,F,5
F5-110,28.3,2008,F5,ro,225.5489601526339,629,28.54,2009,F5,230.14748516262694,639.7,0.23999999999999844,0.01701112877583473,0.008480565371024679,0.02038814546908626,10.700000000000045,4.59852500999304,F,5
F5-114,23.1,2008,F5,ro,138.83657143791208,419.1,23.23,2009,F5,140.71126252156523,423.8,0.129999999999999,0.011214507277499376,0.005627705627705584,0.013502862136663404,4.699999999999989,1.874691083653147,F,5
F5-117,44.24,2008,F5,wp,363.51357160773335,1537,44.93,2009,F5,378.0734194939128,1585,0.6899999999999977,0.031229668184775537,0.015596745027124721,0.040053106743125816,48,14.559847886179455,F,5
F5-119,15.05,2008,F5,rm,41.95544659740767,177.9,15.06,2009,F5,42.02042957968305,178.1,0.009999999999999787,0.0011242270938728984,6.644518272425108e-4,0.0015488568838018188,0.19999999999998863,0.06498298227537447,F,5
F5-121,24.77,2008,F5,ro,164.04175390899533,481.9,24.84,2009,F5,165.15189147495963,484.6,0.07000000000000028,0.005602822162274425,0.002825999192571671,0.006767408537829703,2.7000000000000455,1.110137565964294,F,5
F5-122,21.68,2008,F5,wb,107.70320999969576,369.2,21.68,2009,F5,107.70320999969576,369.2,0,0,0,0,0,0,F,5
F5-126,17.07,2008,F5,rm,56.26423362048435,228.9,17.12,2009,F5,56.64897615944588,230.2,0.05000000000000071,0.005679335954565237,0.0029291154071470833,0.006838137022477059,1.299999999999983,0.38474253896153243,F,5
F5-127,11.45,2008,F5,rm,22.18937590202315,103,11.52,2009,F5,22.506739264561695,104.2,0.07000000000000028,0.011650485436893232,0.006113537117903955,0.014302491604083707,1.2000000000000028,0.31736336253854347,F,5
F5-128,23.92,2008,F5,cherry,145.52966137579753,449.4,24.08,2009,F5,148.09135132737,455.4,0.1599999999999966,0.01335113484646195,0.006688963210702198,0.017602528085030645,6,2.5616899515724754,F,5
F5-133,33.58,2008,F5,ro,339.4721115264868,885.6,33.89,2009,F5,347.01024572196746,902.1,0.3100000000000023,0.018631436314363144,0.009231685527099532,0.02220545941634005,16.5,7.538134195480666,F,5
G1-152,41.55,2008,G1,rp,344.0744664908965,1356,41.69,2009,G1,346.92939880394954,1365,0.14000000000000057,0.00663716814159292,0.0033694344163658382,0.008297425676975006,9,2.854932313053041,G,1
G1-153,14.57,2008,G1,rm,38.90353441679308,166.7,14.75,2009,G1,40.032592040203866,170.9,0.17999999999999972,0.025194961007798545,0.012354152367879184,0.02902198065899686,4.200000000000017,1.1290576234107874,G,1
G1-157,44.22,2008,G1,rp,400.9554839462744,1536,44.29,2009,G1,402.5164788107561,1541,0.07000000000000028,0.0032552083333333335,0.0015829941203075596,0.003893187465895499,5,1.5609948644816996,G,1
G1-158,37.51,2008,G1,rp,267.62376860069656,1105,37.64,2009,G1,269.9079519789902,1113,0.13000000000000256,0.007239819004524887,0.0034657424686750883,0.00853505423018572,8,2.284183378293619,G,1
G1-160,33.55,2008,G1,rp,203.46874907027663,884,33.61,2009,G1,204.36376158872244,887.2,0.060000000000002274,0.0036199095022624948,0.00178837555886743,0.00439877142084694,3.2000000000000455,0.8950125184458102,G,1
G1-161,33.94,2008,G1,rp,209.3280358778546,904.7,34.1,2009,G1,211.76042543033006,913.3,0.1600000000000037,0.009505913562506808,0.004714201532115607,0.011619989373495981,8.599999999999909,2.432389552475456,G,1
G1-162,39.37,2008,G1,rp,301.40898093186706,1217,39.46,2009,G1,303.1043871824545,1223,0.09000000000000341,0.0049301561216105174,0.0022860045720092307,0.005624936076376179,6,1.695406250587439,G,1
G1-165,14.35,2008,G1,rm,37.548555388676796,161.7,14.46,2009,G1,38.22261764856317,164.2,0.11000000000000121,0.015460729746444033,0.00766550522648092,0.017951749485671235,2.5,0.6740622598863766,G,1
G1-166,14.16,2008,G1,cherry,36.89563403214321,157.5,14.17,2009,G1,36.96387258690802,157.7,0.009999999999999787,0.0012698412698411976,7.062146892655217e-4,0.001849502158042929,0.19999999999998863,0.068238554764811,G,1
G1-167,34.48,2008,G1,rp,217.6042710371386,933.7,34.54,2009,G1,218.53561613318578,937,0.060000000000002274,0.0035343258005782956,0.001740139211136957,0.004279994558968138,3.2999999999999545,0.9313450960471812,G,1
G1-168,27.68,2008,G1,rp,126.8593561026911,601.8,27.83,2009,G1,128.55468630205314,608.3,0.14999999999999858,0.01080093054170821,0.005419075144508619,0.013363856253453613,6.5,1.695330199362047,G,1
G1-169,33.8,2008,G1,rp,207.2133506129222,897.3,33.81,2009,G1,207.363977437467,897.8,0.010000000000005116,5.572272372673577e-4,2.9585798816583183e-4,7.269166011710738e-4,0.5,0.15062682454481546,G,1
G1-172,23.13,2008,G1,rp,81.6114874520025,420.2,23.15,2009,G1,81.7849325547532,420.9,0.019999999999999574,0.0016658733936220577,8.646779074794455e-4,0.002125253541698986,0.6999999999999886,0.1734451027506907,G,1
G1-173,29.41,2008,G1,rp,147.23007726864685,679.3,29.55,2009,G1,148.95763369453553,685.8,0.14000000000000057,0.009568673634623878,0.004760285617137048,0.011733719481356056,6.5,1.7275564258886789,G,1
G1-174,46.04,2008,G1,rp,442.7174307395193,1665,46.12,2009,G1,444.60959514136454,1671,0.0799999999999983,0.0036036036036036037,0.00173761946133793,0.004273977644576982,6,1.892164401845264,G,1
G1-175,29.44,2008,G1,ro,247.87492958987016,680.7,29.85,2009,G1,256.205359301344,699.8,0.41000000000000014,0.028059350668429423,0.013926630434782613,0.03360739113575235,19.09999999999991,8.33042971147384,G,1
G1-176,16.77,2008,G1,rm,53.98714227282558,220.9,17.17,2009,G1,57.03521607847196,231.5,0.40000000000000213,0.04798551380715253,0.023852116875372815,0.0564592545062462,10.599999999999994,3.048073805646382,G,1
G1-728,11.05,2008,G1,rm,20.42501627602346,95.9,11.15,2009,G1,20.858292074119593,97.64,0.09999999999999964,0.01814389989572466,0.009049773755656076,0.0212129964667273,1.7399999999999949,0.43327579809613326,G,1
G2-202,39.75,2008,G2,hem,263.06174294530285,1241,39.91,2009,G2,265.66340425636116,1251,0.1599999999999966,0.008058017727639,0.0040251572327043164,0.009889926531807624,10,2.601661311058308,G,2
G2-203,22.99,2008,G2,ro,137.26170514351583,415.1,23.05,2009,G2,138.11942775677676,417.3,0.060000000000002274,0.005299927728258223,0.0026098303610266322,0.00624881216770642,2.1999999999999886,0.8577226132609326,G,2
G2-204,43,2008,G2,hem,318.93509298539175,1452,43.2,2009,G2,322.58407025375226,1466,0.20000000000000284,0.009641873278236915,0.00465116279069774,0.011441128143674192,14,3.648977268360511,G,2
G2-205,12.8,2008,G2,yb,29.59167342640066,128.7,12.83,2009,G2,29.758125347321272,129.3,0.02999999999999936,0.004662004662004839,0.00234374999999995,0.005624958025256815,0.6000000000000227,0.16645192092061123,G,2
G2-206,50.48,2008,G2,cherry,1027.8425570969193,2001,50.66,2009,G2,1037.4631383936908,2016,0.17999999999999972,0.0074962518740629685,0.0035657686212361276,0.009359975640573006,15,9.620581296771434,G,2
G2-207,35.27,2008,G2,hem,196.29045389738718,977,35.54,2009,G2,199.98843650143408,992,0.269999999999996,0.015353121801432957,0.007655231074567508,0.01883934002200666,15,3.6979826040468993,G,2
G2-209,30.53,2008,G2,hem,137.9105494010342,732.1,30.65,2009,G2,139.23933898258375,737.8,0.11999999999999744,0.007785821609069706,0.003930560104814853,0.009635155449098608,5.699999999999932,1.3287895815495574,G,2
G2-210,46.8,2008,G2,hem,392.5510402927923,1720,47.15,2009,G2,399.79286026510476,1746,0.3500000000000014,0.015116279069767442,0.007478632478632509,0.018448097773250023,26,7.241819972312442,G,2
G2-211,29.89,2008,G2,ro,257.0266674232786,701.7,30.05,2009,G2,260.3271997001119,709.2,0.16000000000000014,0.010688328345446772,0.005352960856473742,0.012841205583535539,7.5,3.300532276833337,G,2
G2-213,38.47,2008,G2,hem,242.79423657899582,1162,38.53,2009,G2,243.72272118948493,1166,0.060000000000002274,0.0034423407917383822,0.0015596568754874518,0.003824162482485512,4,0.9284846104891074,G,2
G2-214,39.35,2008,G2,hem,256.62415170923134,1216,39.54,2009,G2,259.67016865961597,1228,0.18999999999999773,0.009868421052631578,0.004828462515883042,0.01186956461461945,12,3.046016950384626,G,2
G2-215,15.24,2008,G2,hem,25.355077922256473,182.4,15.26,2009,G2,25.4360502606203,182.9,0.019999999999999574,0.0027412280701754384,0.0013123359580052214,0.0031935353782820823,0.5,0.080972338363825,G,2
G2-216,19.27,2008,G2,hem,44.87548126590194,291.6,19.35,2009,G2,45.330566890790166,294.1,0.08000000000000185,0.008573388203017831,0.004151530877010994,0.01014107508266475,2.5,0.4550856248882269,G,2
G2-217,39.97,2008,G2,hem,266.6429593300868,1255,40.29,2009,G2,271.9035532922089,1275,0.3200000000000003,0.01593625498007968,0.00800600450337754,0.01972898131395944,20,5.26059396212213,G,2
G2-219,27.06,2008,G2,hem,102.70200212784823,575.1,27.21,2009,G2,104.09779712757015,581.5,0.15000000000000213,0.011128499391410149,0.005543237250554403,0.01359072823122147,6.399999999999977,1.3957949997219146,G,2
G2-221,18.28,2008,G2,hem,39.46712154384579,262.4,18.31,2009,G2,39.62499041813279,263.3,0.029999999999997584,0.003429878048780618,0.0016411378555797364,0.004000009833795798,0.9000000000000341,0.15786887428699714,G,2
G2-222,14.69,2008,G2,hem,23.187867202095685,169.5,14.7,2009,G2,23.226251415480483,169.7,0.009999999999999787,0.0011799410029497855,6.807351940095158e-4,0.00165535765106199,0.19999999999998863,0.03838421338479847,G,2
G2-224,44.67,2008,G2,hem,350.1672054179394,1567,44.9,2009,G2,354.60532149222183,1583,0.22999999999999687,0.01021059349074665,0.00514886948735162,0.012674276761541299,16,4.438116074282448,G,2
G2-225,31.95,2008,G2,hem,154.1232716893908,801.7,32.04,2009,G2,155.18706726733734,806.3,0.08999999999999986,0.005737807159785342,0.0028169014084507,0.006902238489268736,4.599999999999909,1.0637955779465358,G,2
G2-226,24.6,2008,G2,hem,81.38401360608148,475.3,24.71,2009,G2,82.27486303467384,479.6,0.10999999999999943,0.009046917736166655,0.004471544715447131,0.010946245940932454,4.300000000000011,0.8908494285923609,G,2
G4-251,15.05,2008,G4,rm,41.95544659740767,177.9,15.09,2009,G4,42.21572306105176,178.8,0.03999999999999915,0.005059021922428362,0.002657807308970043,0.006203639449762677,0.9000000000000057,0.2602764636440895,G,4
G4-256,18.54,2008,G4,bb,74.46762458948301,270,18.87,2009,G4,78.04650705718852,279.7,0.33000000000000185,0.03592592592592588,0.017799352750809162,0.048059576056504884,9.699999999999989,3.5788824677055118,G,4
G4-257,34.73,2008,G4,ro,367.92193481286705,947.3,34.95,2009,G4,373.51668686988404,959.4,0.22000000000000597,0.012773144727119205,0.006334581053844111,0.015206356369762516,12.100000000000023,5.59475205701699,G,4
G4-258,20.37,2008,G4,bb,95.66130150934076,325.9,20.38,2009,G4,95.78629915944754,326.2,0.00999999999999801,9.205277692544074e-4,4.909180166911149e-4,0.001306668926039779,0.30000000000001137,0.12499765010677777,G,4
G4-261,23.37,2008,G4,rm,116.97770681280588,429,23.51,2009,G4,118.61699821576059,434.1,0.14000000000000057,0.011888111888111941,0.005990586221651714,0.014013707804838363,5.100000000000023,1.6392914029547114,G,4
G4-262,37.34,2008,G4,yb,397.42301030271386,1095,37.42,2009,G4,399.51988944493746,1100,0.0799999999999983,0.0045662100456621,0.0021424745581145764,0.005276189570972309,5,2.0968791422235995,G,4
G4-263,22.34,2008,G4,rm,105.31544974911559,392,22.54,2009,G4,107.52536309675514,399,0.1999999999999993,0.017857142857142856,0.008952551477170962,0.02098375264886636,7,2.2099133476395565,G,4
G4-264,17.66,2008,G4,rm,60.89990746262455,244.9,17.99,2009,G4,63.58444927602135,254.2,0.3299999999999983,0.03797468354430373,0.018686296715741693,0.04408121334247282,9.299999999999983,2.6845418133968053,G,4
G5-90,11.85,2008,G5,bb,22.634442211669455,110.3,11.97,2009,G5,23.249416095116906,112.5,0.120000000000001,0.01994560290117863,0.010126582278481096,0.02716982719063402,2.200000000000003,0.6149738834474512,G,5
G5-203,9.85,2008,G5,hem,8.78917442787232,76.2,9.85,2009,G5,8.78917442787232,76.2,0,0,0,0,0,0,G,5
G5-231,11.04,2008,G5,yb,20.77254840845681,95.73,11.05,2009,G5,20.81751908401686,95.9,0.010000000000001563,0.001775827849159111,9.057971014494171e-4,0.0021649089305643336,0.1700000000000017,0.04497067556004808,G,5
G5-265,17.3,2008,G5,hem,34.513636478150275,235.1,17.42,2009,G5,35.09912151877028,238.3,0.120000000000001,0.013611229264142991,0.0069364161849711555,0.01696387574200311,3.200000000000017,0.5854850406200072,G,5
G5-266,15.49,2008,G5,rm,44.869177329062644,188.4,15.7,2009,G5,46.29930731788027,193.6,0.20999999999999908,0.02760084925690015,0.01355713363460291,0.03187332761484135,5.199999999999989,1.430129988817626,G,5
G5-267,14.37,2008,G5,hem,21.97933541142306,162.2,14.57,2009,G5,22.73018219766012,166.7,0.20000000000000107,0.02774352651048089,0.013917884481558878,0.03416148724164016,4.5,0.7508467862370587,G,5
G5-268,38.7,2008,G5,ro,476.54120066159106,1176,38.83,2009,G5,480.3760112481115,1184,0.12999999999999545,0.006802721088435374,0.0033591731266148692,0.00804717531494973,8,3.8348105865204616,G,5
G5-269,24.74,2008,G5,hem,82.518821401812815,480.7,25.06,2009,G5,85.14777194663748,493.2,0.3200000000000003,0.026003744539213648,0.01293451899757479,0.03185879900081689,12.5,2.6289505448246615,G,5
G5-271,28.79,2008,G5,bb,240.15582620906062,651,29.06,2009,G5,246.1949007250404,663.3,0.2699999999999996,0.01889400921658979,0.009378256339006585,0.02514648347828402,12.299999999999955,6.039074515979792,G,5
